Id,ActivityDate,TotalSteps,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,day_type
7086361926,2016-04-23,2817,1965,0,0,90,1350,Weekend
6775888955,2016-04-23,0,1841,0,0,0,1440,Weekend
4319703577,2016-04-23,4935,1945,0,0,233,546,Weekend
1927972279,2016-04-23,2945,2499,0,0,145,1295,Weekend
5553957443,2016-04-23,4112,1776,0,0,272,443,Weekend
4445114986,2016-04-23,4363,2149,0,0,201,1239,Weekend
2320127002,2016-04-23,5079,1804,0,0,242,1129,Weekend
1624580081,2016-04-23,8538,1562,0,0,227,1213,Weekend
1844505072,2016-04-23,3570,1645,0,0,139,1301,Weekend
2026352035,2016-04-23,12357,1916,0,0,432,458,Weekend
6290855005,2016-04-23,0,2664,33,0,0,1407,Weekend
4020332650,2016-04-23,0,1980,0,0,0,1440,Weekend
6117666160,2016-04-23,11495,2651,0,0,512,468,Weekend
4020332650,2016-04-24,0,1980,0,0,0,1440,Weekend
6117666160,2016-04-24,7623,2305,0,0,362,711,Weekend
2347167796,2016-04-24,9471,2187,0,0,360,584,Weekend
2026352035,2016-04-24,3490,1401,0,0,164,704,Weekend
7007744171,2016-04-24,11085,2667,0,0,419,1021,Weekend
4558609924,2016-04-24,8563,2173,0,0,395,1045,Weekend
6290855005,2016-04-24,5896,2703,0,0,258,1182,Weekend
8378563200,2016-04-24,3703,2741,0,0,135,734,Weekend
1844505072,2016-04-24,0,1347,0,0,0,1440,Weekend
2320127002,2016-04-24,4165,1725,0,0,204,1236,Weekend
6962181067,2016-04-24,5029,1705,0,0,199,720,Weekend
7086361926,2016-04-24,3520,2049,0,0,125,566,Weekend
1644430081,2016-04-24,3321,2413,0,0,89,1351,Weekend
4445114986,2016-04-24,5002,2247,0,0,244,1196,Weekend
5553957443,2016-04-24,1807,1507,0,0,104,582,Weekend
8792009665,2016-04-25,0,1688,0,0,0,1440,Weekday
2873212765,2016-04-25,7373,1907,0,0,359,1081,Weekday
6117666160,2016-04-25,0,1497,0,0,0,1440,Weekday
2026352035,2016-04-25,6017,1576,0,0,260,821,Weekday
3372868164,2016-04-25,5995,2010,0,0,416,1024,Weekday
4445114986,2016-04-25,3385,2070,0,0,179,916,Weekday
4020332650,2016-04-25,0,1980,0,0,0,1440,Weekday
1624580081,2016-04-25,6497,1492,0,0,202,1238,Weekday
1927972279,2016-04-25,152,2100,0,0,12,1303,Weekday
1844505072,2016-04-25,0,1347,0,0,0,1440,Weekday
8792009665,2016-04-26,1321,1928,0,0,80,1360,Weekday
2026352035,2016-04-26,5933,1595,0,0,288,1018,Weekday
1624580081,2016-04-26,2826,1402,0,0,140,1300,Weekday
1844505072,2016-04-26,0,1347,0,0,0,1440,Weekday
4020332650,2016-04-26,0,1980,0,0,0,1440,Weekday
1927972279,2016-04-26,3761,2638,0,0,192,1058,Weekday
2320127002,2016-04-26,3409,1632,0,0,147,1293,Weekday
2347167796,2016-04-26,5980,1861,0,0,227,732,Weekday
6290855005,2016-04-26,0,2060,0,0,0,1440,Weekday
6775888955,2016-04-27,0,1841,0,0,0,1440,Weekday
2320127002,2016-04-27,1715,1481,0,0,82,1358,Weekday
1844505072,2016-04-27,4,1348,0,0,1,1439,Weekday
2026352035,2016-04-27,6088,1593,0,0,286,586,Weekday
2873212765,2016-04-27,3516,1966,46,0,197,1197,Weekday
1644430081,2016-04-27,3032,2489,0,0,118,1322,Weekday
4020332650,2016-04-27,0,1980,0,0,0,1440,Weekday
8792009665,2016-04-27,1758,2067,0,0,112,900,Weekday
6117666160,2016-04-27,9411,2576,0,0,458,417,Weekday
6290855005,2016-04-27,5565,2743,0,0,287,1153,Weekday
1927972279,2016-04-27,0,2063,0,0,0,1440,Weekday
2320127002,2016-04-28,1532,1473,0,0,76,1364,Weekday
4445114986,2016-04-28,4493,2203,0,0,236,762,Weekday
6117666160,2016-04-28,3403,1879,0,0,141,758,Weekday
4020332650,2016-04-28,0,1980,0,0,0,1440,Weekday
1927972279,2016-04-28,1675,2351,0,0,95,1167,Weekday
2026352035,2016-04-28,6375,1649,0,0,331,626,Weekday
2347167796,2016-04-28,5439,1854,0,0,229,764,Weekday
3372868164,2016-04-28,5512,1972,0,0,385,1055,Weekday
1844505072,2016-04-28,6907,1992,0,0,302,1138,Weekday
8792009665,2016-04-28,6157,2780,0,0,310,714,Weekday
6290855005,2016-04-28,5731,2687,0,0,255,1185,Weekday
6290855005,2016-04-29,0,2060,0,0,0,1440,Weekday
2347167796,2016-04-29,42,403,0,0,4,2,Weekday
3372868164,2016-04-29,9135,2044,0,0,402,1038,Weekday
2026352035,2016-04-29,7604,1692,0,0,352,492,Weekday
1644430081,2016-04-29,3176,2498,0,0,120,1193,Weekday
4445114986,2016-04-29,4676,2196,0,0,226,1106,Weekday
1844505072,2016-04-29,4920,1856,0,0,247,1082,Weekday
6117666160,2016-04-29,9592,2560,0,0,461,479,Weekday
1624580081,2016-04-29,2390,1404,0,0,150,1290,Weekday
6775888955,2016-04-29,0,1841,0,0,0,1440,Weekday
4020332650,2016-04-29,0,1980,0,0,0,1440,Weekday
2320127002,2016-04-29,924,1410,0,0,45,1395,Weekday
1927972279,2016-04-29,0,2063,0,0,0,1440,Weekday
6117666160,2016-04-30,6987,2275,0,0,343,1040,Weekend
8378563200,2016-04-30,2946,2660,0,0,121,780,Weekend
1844505072,2016-04-30,4014,1763,0,0,184,218,Weekend
4020332650,2016-04-30,0,1980,0,0,0,1440,Weekend
2320127002,2016-04-30,4571,1779,0,0,234,1206,Weekend
4445114986,2016-04-30,6222,2363,0,0,290,797,Weekend
6290855005,2016-04-30,6744,2843,0,0,324,1116,Weekend
7007744171,2016-04-30,3761,2051,0,0,200,1240,Weekend
2026352035,2016-04-30,4729,1506,0,0,233,594,Weekend
1927972279,2016-04-30,0,2064,0,0,0,1440,Weekend
5553957443,2016-04-30,1202,1463,0,0,84,506,Weekend
2320127002,2016-05-01,772,1403,0,0,40,1400,Weekend
8053475328,2016-05-01,1170,1886,0,0,51,1389,Weekend
4020332650,2016-05-01,0,1980,0,0,0,1440,Weekend
6962181067,2016-05-01,5454,1740,0,0,215,722,Weekend
4319703577,2016-05-01,1251,1593,0,0,67,836,Weekend
3372868164,2016-05-01,3077,1237,0,0,172,842,Weekend
8792009665,2016-05-01,1619,1962,0,0,79,834,Weekend
2026352035,2016-05-01,3609,1447,0,0,191,716,Weekend
7007744171,2016-05-01,5600,2225,0,0,237,1142,Weekend
4558609924,2016-05-01,3428,1692,0,0,190,1121,Weekend
6117666160,2016-05-01,8915,2361,0,0,397,525,Weekend
4702921684,2016-05-01,0,2017,0,0,0,1440,Weekend
5553957443,2016-05-01,5164,1747,0,0,237,436,Weekend
4445114986,2016-05-01,5232,2246,0,0,240,741,Weekend
8877689391,2016-05-02,4790,2189,0,0,105,1335,Weekday
1844505072,2016-05-02,0,1348,0,0,0,1440,Weekday
6775888955,2016-05-02,0,1841,0,0,0,1440,Weekday
2026352035,2016-05-02,7018,1690,0,0,355,716,Weekday
4558609924,2016-05-02,7891,2066,0,0,383,1057,Weekday
6290855005,2016-05-02,6781,2725,0,0,268,1172,Weekday
6117666160,2016-05-02,4933,2044,0,0,236,1204,Weekday
8792009665,2016-05-02,1831,2015,0,0,101,916,Weekday
8583815059,2016-05-02,8469,2894,0,0,0,1440,Weekday
8053475328,2016-05-02,1969,1988,0,0,95,1345,Weekday
4702921684,2016-05-03,9454,3145,0,0,313,729,Weekday
8792009665,2016-05-03,2421,2297,0,0,156,739,Weekday
1624580081,2016-05-03,2100,1334,0,0,96,1344,Weekday
1844505072,2016-05-03,4059,1742,0,0,184,1256,Weekday
6117666160,2016-05-03,0,1496,0,0,0,1440,Weekday
6290855005,2016-05-03,6047,2671,0,0,240,1200,Weekday
4020332650,2016-05-03,4496,2828,0,0,174,950,Weekday
1927972279,2016-05-03,1326,2195,10,0,17,1413,Weekday
8583815059,2016-05-03,12015,3212,0,0,0,1440,Weekday
2026352035,2016-05-03,5992,1604,0,0,304,981,Weekday
6775888955,2016-05-03,9,1843,0,0,1,1439,Weekday
1624580081,2016-05-04,2193,1368,0,0,118,1322,Weekday
6290855005,2016-05-04,5832,2718,0,0,272,1168,Weekday
6117666160,2016-05-04,2997,1902,0,0,156,1279,Weekday
2320127002,2016-05-04,1201,1426,0,0,52,1388,Weekday
2026352035,2016-05-04,6564,1658,0,0,345,530,Weekday
7007744171,2016-05-04,0,1557,0,0,0,1440,Weekday
8583815059,2016-05-04,3588,2516,0,0,0,1440,Weekday
6775888955,2016-05-04,0,1841,0,0,0,1440,Weekday
4445114986,2016-05-04,2923,2070,0,0,180,897,Weekday
8792009665,2016-05-04,2283,2067,0,0,129,848,Weekday
5553957443,2016-05-04,4249,1698,0,0,224,651,Weekday
1644430081,2016-05-04,2309,2222,0,0,52,1388,Weekday
2873212765,2016-05-04,8278,2015,0,0,420,1020,Weekday
4558609924,2016-05-04,5232,1842,0,0,252,1188,Weekday
1844505072,2016-05-04,2080,1549,0,0,87,1353,Weekday
1927972279,2016-05-04,1786,2338,0,0,87,1353,Weekday
2026352035,2016-05-05,12167,1926,0,0,475,479,Weekday
1844505072,2016-05-05,2237,1589,0,0,120,1320,Weekday
6117666160,2016-05-05,9799,2636,0,0,487,479,Weekday
6290855005,2016-05-05,6339,2682,0,0,239,1201,Weekday
1927972279,2016-05-05,0,2063,0,0,0,1440,Weekday
8792009665,2016-05-05,0,1688,0,0,0,1440,Weekday
6775888955,2016-05-05,0,1841,0,0,0,1440,Weekday
1624580081,2016-05-05,2470,1370,0,0,117,1323,Weekday
8583815059,2016-05-05,12427,3266,0,0,70,1370,Weekday
4445114986,2016-05-06,4514,2211,0,0,229,809,Weekday
1844505072,2016-05-06,44,1351,0,0,2,1438,Weekday
2320127002,2016-05-06,4878,1742,0,0,204,1236,Weekday
1624580081,2016-05-06,1727,1341,0,0,102,1338,Weekday
8792009665,2016-05-06,0,1688,0,0,0,1440,Weekday
1927972279,2016-05-06,2091,2383,0,0,108,1332,Weekday
4558609924,2016-05-06,3755,1722,0,0,202,1238,Weekday
6290855005,2016-05-06,6116,2806,0,0,305,1135,Weekday
4020332650,2016-05-06,4369,2704,0,0,177,855,Weekday
6117666160,2016-05-06,3365,1838,0,0,133,673,Weekday
2026352035,2016-05-06,8198,1736,0,0,383,511,Weekday
6962181067,2016-05-06,5908,1850,0,0,299,717,Weekday
6117666160,2016-05-07,7336,2469,0,0,412,456,Weekend
2320127002,2016-05-07,7379,1972,0,0,319,1121,Weekend
4020332650,2016-05-07,6132,2975,0,0,184,1256,Weekend
8378563200,2016-05-07,4468,2799,0,0,158,851,Weekend
1844505072,2016-05-07,0,1347,0,0,0,1440,Weekend
5553957443,2016-05-07,1868,1494,0,0,96,902,Weekend
8583815059,2016-05-07,6117,2810,0,0,250,1190,Weekend
1927972279,2016-05-07,1510,2229,0,0,48,1392,Weekend
6290855005,2016-05-07,5510,2613,0,0,227,1213,Weekend
1624580081,2016-05-07,2104,1474,0,0,182,1258,Weekend
8792009665,2016-05-07,0,1688,0,0,0,1440,Weekend
5577150313,2016-05-07,0,1819,0,0,0,1440,Weekend
2026352035,2016-05-07,4193,1491,0,0,229,665,Weekend
6962181067,2016-05-07,6815,1947,0,0,328,745,Weekend
7007744171,2016-05-07,0,120,0,0,0,111,Weekend
4020332650,2016-05-08,5862,3089,0,0,263,775,Weekend
1927972279,2016-05-08,0,2063,0,0,0,1440,Weekend
8378563200,2016-05-08,2943,2685,0,0,139,621,Weekend
1644430081,2016-05-08,6724,2987,0,0,295,991,Weekend
2022484408,2016-05-08,3292,1848,0,0,135,1305,Weekend
4319703577,2016-05-08,3672,1792,0,0,153,603,Weekend
1624580081,2016-05-08,3427,1427,0,0,152,1288,Weekend
5577150313,2016-05-08,0,1819,0,0,0,1440,Weekend
6117666160,2016-05-08,7328,2250,0,0,318,517,Weekend
1844505072,2016-05-08,0,1347,0,0,0,1440,Weekend
8792009665,2016-05-08,0,1688,0,0,0,1440,Weekend
6290855005,2016-05-08,7706,2712,0,0,251,1189,Weekend
2320127002,2016-05-08,5161,1821,0,0,247,1193,Weekend
2026352035,2016-05-08,5528,1555,0,0,258,610,Weekend
2873212765,2016-05-08,8168,2096,46,0,326,1068,Weekend
1844505072,2016-05-09,0,1347,0,0,0,1440,Weekday
2873212765,2016-05-09,7726,1906,0,0,345,1095,Weekday
2026352035,2016-05-09,10685,1869,0,0,401,543,Weekday
4445114986,2016-05-09,5275,2281,0,0,266,641,Weekday
6117666160,2016-05-09,4477,1248,0,0,197,125,Weekday
8792009665,2016-05-09,0,1688,0,0,0,1440,Weekday
6290855005,2016-05-09,6277,2175,0,0,264,800,Weekday
1624580081,2016-05-09,1732,1328,0,0,91,1349,Weekday
1927972279,2016-05-09,0,2063,0,0,0,1440,Weekday
2320127002,2016-05-09,3090,1630,0,0,145,1295,Weekday
1624580081,2016-05-10,2969,1393,0,0,139,1301,Weekday
2873212765,2016-05-10,8275,1962,0,0,373,1067,Weekday
4445114986,2016-05-10,3915,2181,0,0,231,783,Weekday
4020332650,2016-05-10,5546,2926,0,0,206,774,Weekday
1927972279,2016-05-10,0,2063,0,0,0,1440,Weekday
2320127002,2016-05-10,6227,1899,0,0,290,1150,Weekday
1844505072,2016-05-10,0,1347,0,0,0,1440,Weekday
8792009665,2016-05-10,0,57,0,0,0,48,Weekday
2026352035,2016-05-10,254,1141,0,0,17,1002,Weekday
1624580081,2016-05-11,3134,1359,0,0,112,1328,Weekday
1644430081,2016-05-11,1329,1276,0,0,49,713,Weekday
3977333714,2016-05-11,746,52,4,0,9,13,Weekday
1844505072,2016-05-11,0,1347,0,0,0,1440,Weekday
5553957443,2016-05-11,4926,1693,0,0,195,628,Weekday
1927972279,2016-05-11,0,2063,0,0,0,1440,Weekday
2320127002,2016-05-11,6424,1903,0,0,300,1140,Weekday
2873212765,2016-05-11,6440,1826,0,0,319,1121,Weekday
2026352035,2016-05-11,8580,1698,0,0,330,569,Weekday
4319703577,2016-05-12,17,257,0,0,2,0,Weekday
4020332650,2016-05-12,590,1120,0,0,21,721,Weekday
2873212765,2016-05-12,7566,1431,0,0,268,720,Weekday
2320127002,2016-05-12,2661,1125,0,0,128,830,Weekday
4702921684,2016-05-12,2752,1240,0,0,68,241,Weekday
1844505072,2016-05-12,0,665,0,0,0,711,Weekday
4445114986,2016-05-12,768,1212,0,0,58,380,Weekday
1624580081,2016-05-12,2971,1002,0,0,107,890,Weekday
2026352035,2016-05-12,8891,1364,0,0,343,330,Weekday
1927972279,2016-05-12,0,1383,0,0,0,966,Weekday
4558609924,2016-05-12,6307,1452,0,0,247,736,Weekday
4388161847,2016-05-12,3369,1623,0,0,108,825,Weekday
3372868164,2016-04-02,7625,2069,24,1,341,1074,Weekend
4445114986,2016-04-07,6667,2335,24,1,208,939,Weekday
3977333714,2016-04-11,3108,1223,1,1,129,894,Weekday
8877689391,2016-04-15,13422,3934,106,1,281,1052,Weekday
2873212765,2016-04-16,9685,2148,47,1,305,1087,Weekend
2873212765,2016-04-24,6873,1898,46,1,190,1203,Weekend
8877689391,2016-04-24,16674,3455,64,1,227,1148,Weekend
1644430081,2016-04-25,3580,2497,8,1,94,1337,Weekday
4445114986,2016-04-26,6326,2291,29,1,180,839,Weekday
4445114986,2016-04-27,7243,2361,32,1,194,839,Weekday
8053475328,2016-04-30,7135,2408,27,1,131,1281,Weekend
1927972279,2016-05-01,2704,2411,14,1,70,1355,Weekend
8877689391,2016-05-12,8064,1849,23,1,137,770,Weekday
4445114986,2016-04-06,6911,2374,28,2,215,745,Weekday
5577150313,2016-04-08,4363,2486,8,2,156,813,Weekday
2320127002,2016-04-11,11230,2206,10,2,390,1038,Weekday
8253242879,2016-04-12,9033,2044,40,2,154,1244,Weekday
3372868164,2016-04-17,8199,1964,11,2,322,1105,Weekend
8877689391,2016-04-22,18258,3427,61,2,236,1141,Weekday
3372868164,2016-04-23,7396,1995,20,2,303,1115,Weekend
3372868164,2016-04-26,8283,2057,22,2,333,1083,Weekday
8583815059,2016-05-01,4512,2596,10,2,117,1311,Weekend
4445114986,2016-05-03,7502,2421,30,2,233,725,Weekday
2022484408,2016-05-07,6708,1995,20,2,149,1269,Weekend
8877689391,2016-04-01,18700,3527,67,3,247,1123,Weekday
8877689391,2016-04-05,10695,2834,10,3,246,1181,Weekday
2347167796,2016-04-10,10078,2164,12,3,303,463,Weekend
2022484408,2016-04-14,10690,2312,32,3,257,1148,Weekday
6962181067,2016-04-16,13217,2173,50,3,280,741,Weekend
2022484408,2016-04-18,14131,2770,48,3,311,1078,Weekday
3372868164,2016-04-20,4880,1867,15,3,274,1148,Weekday
8053475328,2016-04-22,10520,2655,60,3,117,1260,Weekday
6290855005,2016-04-25,7802,2771,8,3,249,1180,Weekday
8877689391,2016-04-26,11101,2860,22,3,258,1157,Weekday
8877689391,2016-05-03,10818,2817,19,3,229,1189,Weekday
8378563200,2016-05-05,8567,3783,66,3,214,764,Weekday
1624580081,2016-03-31,4506,1498,7,4,144,1285,Weekday
4319703577,2016-04-02,8405,2154,15,4,257,621,Weekend
1644430081,2016-04-04,2819,2444,4,4,87,1345,Weekday
8053475328,2016-04-04,17395,3209,100,4,213,1123,Weekday
3372868164,2016-04-06,6406,2010,17,4,325,1094,Weekday
4702921684,2016-04-06,7605,2943,4,4,248,708,Weekday
3372868164,2016-04-10,4662,1276,22,4,152,735,Weekend
1644430081,2016-04-15,5263,2750,3,4,170,1263,Weekday
6962181067,2016-04-20,13928,2174,48,4,297,639,Weekday
8253242879,2016-04-24,8905,1976,41,4,82,1313,Weekend
8378563200,2016-04-27,7359,3061,4,4,192,676,Weekday
8877689391,2016-04-30,27745,4398,124,4,223,1089,Weekend
3372868164,2016-04-30,5250,1946,17,4,300,1119,Weekend
8378563200,2016-05-02,6064,3491,63,4,142,802,Weekday
4445114986,2016-05-02,6910,2336,27,4,200,667,Weekday
4388161847,2016-05-02,10096,3147,33,4,204,935,Weekday
4445114986,2016-05-07,5183,2123,26,4,108,866,Weekend
8877689391,2016-05-08,10686,2847,17,4,245,1174,Weekend
8583815059,2016-05-09,9877,2947,66,4,110,1260,Weekday
7086361926,2016-05-12,3789,1199,5,4,58,343,Weekday
8053475328,2016-05-12,4998,1505,28,4,39,839,Weekday
1503960366,2016-03-27,12736,1944,56,5,268,605,Weekend
4702921684,2016-03-29,6506,2886,4,5,241,760,Weekday
7086361926,2016-04-09,7338,2519,27,5,204,717,Weekend
4445114986,2016-04-11,5986,2297,23,5,195,789,Weekday
2022484408,2016-04-13,12024,2601,43,5,292,1100,Weekday
8053475328,2016-04-14,20159,3411,119,5,193,1123,Weekday
8253242879,2016-04-17,10204,2112,41,5,157,1237,Weekend
8877689391,2016-04-18,11423,2761,29,5,191,1215,Weekday
8053475328,2016-04-20,15108,3043,89,5,158,695,Weekday
2873212765,2016-04-20,9202,2094,22,5,378,1035,Weekday
4388161847,2016-04-23,13236,3306,58,5,215,749,Weekend
2873212765,2016-04-23,9317,2021,28,5,330,1077,Weekend
4558609924,2016-04-23,6890,2085,5,5,308,1122,Weekend
1503960366,2016-04-24,10039,1788,39,5,238,709,Weekend
4319703577,2016-04-24,4081,1880,1,5,191,692,Weekend
2320127002,2016-04-25,3588,1654,3,5,152,1280,Weekday
8053475328,2016-04-26,12685,2846,68,5,185,1182,Weekday
2873212765,2016-04-26,8242,1882,2,5,309,1124,Weekday
8253242879,2016-04-27,10232,2008,45,5,104,1286,Weekday
8583815059,2016-04-27,12474,3142,77,5,129,1229,Weekday
1624580081,2016-04-28,2759,1401,0,5,115,1320,Weekday
8877689391,2016-04-29,9733,2698,18,5,210,1207,Weekday
4702921684,2016-05-05,8614,3006,8,5,241,745,Weekday
8378563200,2016-05-06,7045,3644,74,5,166,831,Weekday
2873212765,2016-05-06,7063,1910,0,5,370,1065,Weekday
6775888955,2016-05-07,1967,1032,2,5,49,551,Weekend
4020332650,2016-05-09,4556,2785,3,5,173,1225,Weekday
3977333714,2016-04-02,7618,1490,0,6,302,842,Weekend
8792009665,2016-04-03,7238,2667,2,6,279,636,Weekend
7086361926,2016-04-03,1949,1794,3,6,27,1404,Weekend
4445114986,2016-04-05,4239,2217,1,6,235,702,Weekday
7007744171,2016-04-05,12084,2676,50,6,284,1030,Weekday
6391747486,2016-04-05,9766,2442,0,6,301,1133,Weekday
8378563200,2016-04-06,9124,3798,55,6,230,728,Weekday
8053475328,2016-04-07,17078,3176,101,6,190,1143,Weekday
8053475328,2016-04-08,11693,2790,60,6,153,1221,Weekday
2347167796,2016-04-08,10209,2104,2,6,316,711,Weekday
4319703577,2016-04-08,6544,2069,4,6,276,1132,Weekday
8053475328,2016-04-09,11159,2715,59,6,120,1255,Weekend
7007744171,2016-04-09,10345,2613,2,6,358,1074,Weekend
7086361926,2016-04-12,11317,2772,59,6,153,745,Weekday
7007744171,2016-04-14,11179,2668,34,6,304,1096,Weekday
6117666160,2016-04-15,14019,2865,0,6,513,921,Weekday
4057192912,2016-04-15,3984,1527,3,6,88,873,Weekday
8053475328,2016-04-16,14549,2867,96,6,83,1255,Weekend
2873212765,2016-04-18,7762,1890,1,6,311,1122,Weekday
8053475328,2016-04-18,17076,3133,102,6,195,1137,Weekday
4445114986,2016-04-18,6155,2248,25,6,162,1247,Weekday
7086361926,2016-04-21,9469,2463,19,6,206,758,Weekday
8053475328,2016-04-21,16057,3103,100,6,170,1164,Weekday
8877689391,2016-04-23,11200,3891,102,6,300,1032,Weekend
1927972279,2016-04-24,2090,2324,1,6,75,1358,Weekend
8583815059,2016-04-25,4503,2547,18,6,122,1294,Weekday
7086361926,2016-04-27,11107,2693,55,6,145,829,Weekday
2320127002,2016-05-02,3634,1613,5,6,123,1306,Weekday
1624580081,2016-05-02,7155,1497,7,6,166,1261,Weekday
2873212765,2016-05-03,7412,1906,1,6,363,1070,Weekday
4445114986,2016-05-05,3800,2120,2,6,185,734,Weekday
1644430081,2016-05-06,9787,3328,11,6,369,1054,Weekday
1503960366,2016-05-06,12159,1896,24,6,289,754,Weekday
1644430081,2016-05-09,6643,3008,32,6,303,1099,Weekday
8378563200,2016-05-12,4561,1976,8,6,102,433,Weekday
5553957443,2016-05-12,3121,741,8,6,48,222,Weekday
4057192912,2016-03-14,8433,2453,30,7,135,1268,Weekday
4057192912,2016-03-23,7239,2484,7,7,190,1236,Weekday
7007744171,2016-04-01,11680,2573,50,7,244,1139,Weekday
4558609924,2016-04-03,6176,1901,1,7,269,886,Weekend
3372868164,2016-04-04,5861,1878,20,7,233,1180,Weekday
4020332650,2016-04-10,5129,2817,5,7,176,1178,Weekend
4057192912,2016-04-10,3434,2101,1,7,108,1324,Weekend
6962181067,2016-04-10,10148,2100,19,7,306,679,Weekend
1624580081,2016-04-10,3910,1555,7,7,186,1240,Weekend
8877689391,2016-04-11,10622,2820,18,7,225,1190,Weekday
8583815059,2016-04-12,5014,2650,0,7,196,1237,Weekday
8877689391,2016-04-12,23186,3921,85,7,312,1036,Weekday
4558609924,2016-04-13,4978,1722,19,7,127,1287,Weekday
2347167796,2016-04-17,5472,1882,1,7,249,508,Weekend
2320127002,2016-04-18,6559,1905,0,7,260,1173,Weekday
3372868164,2016-04-18,6798,2014,20,7,343,1070,Weekday
1624580081,2016-04-18,10536,1604,17,7,202,1214,Weekday
8053475328,2016-04-19,15929,3114,90,7,191,1152,Weekday
2347167796,2016-04-19,6711,2346,0,7,382,648,Weekday
2022484408,2016-04-19,11548,2489,31,7,250,1152,Weekday
3372868164,2016-04-24,6731,1921,14,7,292,1127,Weekend
6117666160,2016-04-26,9543,2450,0,7,352,1077,Weekday
6962181067,2016-04-26,10433,2012,36,7,254,680,Weekday
2873212765,2016-04-28,7913,1835,28,7,213,1192,Weekday
8378563200,2016-04-29,6175,2982,3,7,172,767,Weekday
1844505072,2016-05-01,2573,1541,0,7,75,585,Weekend
2873212765,2016-05-02,7525,1878,0,7,334,1099,Weekday
1644430081,2016-05-02,3758,2580,1,7,148,682,Weekday
8053475328,2016-05-11,12209,2809,60,7,184,1189,Weekday
6962181067,2016-05-11,6722,1855,24,7,199,709,Weekday
4319703577,2016-03-29,5643,1958,3,8,199,683,Weekday
8792009665,2016-04-01,4592,2260,4,8,176,748,Weekday
5553957443,2016-04-04,8921,1892,27,8,198,754,Weekday
8053475328,2016-04-05,17167,3167,98,8,184,1150,Weekday
7007744171,2016-04-06,13513,2811,64,8,270,1098,Weekday
4020332650,2016-04-07,6581,3032,0,8,241,1191,Weekday
8792009665,2016-04-08,1467,1953,2,8,71,912,Weekday
2873212765,2016-04-09,14103,2257,46,8,288,1098,Weekend
2873212765,2016-04-10,5290,1724,1,8,251,1180,Weekend
3977333714,2016-04-10,3573,1232,15,8,99,866,Weekend
8053475328,2016-04-11,16064,3097,96,8,155,1181,Weekday
8053475328,2016-04-12,18060,3186,116,8,123,1193,Weekday
2026352035,2016-04-12,4414,1459,3,8,181,706,Weekday
7007744171,2016-04-12,14172,2937,53,8,355,1024,Weekday
3372868164,2016-04-13,9715,2093,16,8,371,1045,Weekday
2873212765,2016-04-13,7618,2004,0,8,404,1028,Weekday
8053475328,2016-04-15,20669,3410,132,8,158,1142,Weekday
4702921684,2016-04-15,6506,2896,1,8,256,944,Weekday
2873212765,2016-04-17,2524,1529,0,8,160,1272,Weekend
1844505072,2016-04-17,4525,1793,2,8,199,1231,Weekend
4388161847,2016-04-18,11009,3274,27,8,239,1017,Weekday
4702921684,2016-04-19,6708,2812,10,8,179,757,Weekday
8378563200,2016-04-20,9388,3787,82,8,169,763,Weekday
1503960366,2016-04-21,9819,1775,19,8,211,838,Weekday
4388161847,2016-04-24,10243,2885,14,8,239,584,Weekend
8792009665,2016-04-24,400,1799,3,8,19,1410,Weekend
2022484408,2016-04-25,11369,2470,44,8,217,1171,Weekday
4319703577,2016-04-25,9259,2314,0,8,390,544,Weekday
8877689391,2016-04-25,12986,3802,113,8,218,1101,Weekday
4702921684,2016-04-26,6108,2784,1,8,216,765,Weekday
8877689391,2016-04-27,23629,3808,93,8,235,1104,Weekday
6962181067,2016-04-28,12627,2182,38,8,288,621,Weekday
4319703577,2016-04-28,10817,2367,13,8,359,552,Weekday
3977333714,2016-04-28,7114,1407,15,8,190,804,Weekday
8877689391,2016-04-28,14890,3060,58,8,231,1143,Weekday
8053475328,2016-04-29,12315,2794,58,8,159,1215,Weekday
2022484408,2016-05-02,10379,2473,36,8,277,1119,Weekday
1927972279,2016-05-02,3790,2505,16,8,94,1322,Weekday
5577150313,2016-05-03,11045,3795,97,8,212,580,Weekday
8053475328,2016-05-04,14581,2918,89,8,123,1220,Weekday
8877689391,2016-05-04,18193,3477,66,8,212,1154,Weekday
4558609924,2016-05-05,10611,2262,14,8,370,1048,Weekday
4445114986,2016-05-08,7303,2423,0,8,308,733,Weekend
5553957443,2016-05-08,6083,1762,3,8,210,505,Weekend
1503960366,2016-05-08,10060,1740,44,8,203,574,Weekend
4020332650,2016-05-11,3689,2645,2,8,134,1296,Weekday
6962181067,2016-05-12,3587,928,0,8,105,127,Weekday
4702921684,2016-04-01,7165,2923,0,9,248,708,Weekday
1844505072,2016-04-01,6847,1969,9,9,251,1171,Weekday
8792009665,2016-04-04,3821,2229,0,9,161,675,Weekday
2347167796,2016-04-05,10114,2096,18,9,269,696,Weekday
3372868164,2016-04-07,7392,2038,14,9,332,1085,Weekday
1927972279,2016-04-09,2523,2443,0,9,134,1250,Weekend
8877689391,2016-04-09,16470,3841,90,9,289,1052,Weekend
2320127002,2016-04-12,10725,2124,13,9,306,1112,Weekday
1927972279,2016-04-14,2163,2383,0,9,88,1292,Weekday
4319703577,2016-04-14,10210,2302,1,9,339,589,Weekday
